id,tweetText,tweetURL,type,tweetAuthor,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1834695927061164417,"🚨INFORMACIÓN REAL| El valor de Grupo Clarín aumentó $23.490.720.880 desde que tiene nuevos socios a los que les cae mal su empleado Alejandro Alfie.

Estimado socio Hector Magnetto, mientras el boludo de Alfie nos hace perder plata diciendo que nuestros socios son todos bots.",https://x.com/AgustinLaje/status/1834695927061164417,retweet,Traductor 🥹💕💐,@TraductorTeAma,0,0,501,0,3,0,2024-09-13 14:49:30,,
1834695854416076965,"¿Se acuerdan cuando Debora Plager mentía descaradamente diciendo que Milei NO QUERÍA la Boleta Única de Papel?

Bueno, hoy el Javo logró aprobar la Boleta Única de Papel en el congreso. Después no saben por qué pierden contra las redes.

 https://t.co/sRsF4vLFYg",https://x.com/AgustinLaje/status/1834695854416076965,retweet,DAN,@GordoDan_,0,0,2754,0,-,0,2024-09-13 14:49:13,,
1834695786858238026,"1) yo no insté a nadie. Dije lo que yo hice y el resto obró por propia voluntad.
2) Como socio de Grupo Clarín me veo perjudicado por nuestro periodista Alejandro Alfie por la plata que nos va a hacer perder al grupo habiendo escrito injurias sobre mi persona luego del juicio que https://t.co/d4wVl4r1kn",https://x.com/AgustinLaje/status/1834695786858238026,retweet,Traductor 🥹💕💐,@TraductorTeAma,0,0,587,0,2,0,2024-09-13 14:48:57,,
1834679045218267403,"Nos acusaron de ser trolls. Ahora somos accionistas
Socios y dueños de Grupo Clarín; y nos vamos a presentar en la próxima Asamblea.
Lo que siempre fue una reunión de tipos pitucos de traje y ambiente selecto ahora será una congregación de hinchas de boka e intelectuales de https://t.co/GKHUPkgUrS",https://x.com/AgustinLaje/status/1834679045218267403,retweet,Traductor 🥹💕💐,@TraductorTeAma,0,0,825,0,2,0,2024-09-13 13:42:25,,
1834669438651834815,"Como Socio Dueño de Grupo Clarín les paso a contar LA NOTICIA de ayer que nadie publicó.

1) En Clarín @alejandroalfie hace calumnias contra mi persona y otros sin ningún tipo de prueba. La cual le va a representar una pérdida económica al grupo porque van a perder juicios.

2) https://t.co/P7Q0xHOWD8",https://x.com/AgustinLaje/status/1834669438651834815,retweet,Traductor 🥹💕💐,@TraductorTeAma,0,0,1153,0,1,0,2024-09-13 13:04:15,,
1834669407705968655,"Es increíble cómo no ven la diferencia entre gente opinando libremente en Twitter con un programa que salía en TV PUBLICA con financiación millonaria del Estado.

Pasan los meses y siguen sin verla. Mejor.",https://x.com/AgustinLaje/status/1834669407705968655,retweet,Juan Doe,@jdoedoe101101,0,0,799,0,-,0,2024-09-13 13:04:07,,
1834659422729097367,"Un grupo de políticos, periodistas y académicos hemos firmado esta carta abierta al Congreso de Brasil, pidiendo por la libertad de expresión, que ha sido coartada por la dictadura encubierta que maneja los hilos del gobierno.",https://x.com/AgustinLaje/status/1834659422729097367,tweet,Agustín Laje,@AgustinLaje,52,7,480,1715,21892,11,2024-09-13 12:24:27,,
1834651073606226407,@agustinromm @rialjorge El deforme no es @agustinromm sino @rialjorge que tiene los huevos duros. Pero si tan meticuloso es éste chimentero con los asuntos estéticos: por qué adoptó a dos lobos marinos?,https://x.com/AgustinLaje/status/1834651073606226407,retweet,Nicolás Márquez,@NickyMarquez1,0,0,37,0,-,0,2024-09-13 11:51:16,,
1834651041092026657,"@rialjorge Dios es sabio, Rial. Por eso no te dejo reproducirte.",https://x.com/AgustinLaje/status/1834651041092026657,retweet,Agustín Romo,@agustinromm,0,0,575,0,-,0,2024-09-13 11:51:09,,
1834587981929202088,"Un tiktoker peronista que dice que @JMilei es un dictador, fue a Venezuela a fotografiarse con Maduro y Diosdado Cabello en el Congreso de la Internacional FASCISTA:
 https://t.co/BHEdknYldM",https://x.com/AgustinLaje/status/1834587981929202088,retweet,Emmanuel Rincón,@EmmaRincon,0,0,3251,0,-,0,2024-09-13 07:40:34,,
